chr1:12610581-12620582 for	chr1:12644296-12654297 rev
chr9:56504725-56519757 for	chr9:67116681-67131713 for
chr9:56520607-56539944 for	chr9:67132568-67151905 for
chr9:56543790-56549751 for	chr9:67155751-67161712 for
chr9:56561645-56570731 for	chr9:67173611-67182697 for
chr9:56573232-56582890 for	chr9:67185198-67194856 for
chr9:56584798-56590231 for	chr9:56590217-56595650 for
chr9:56597511-56603813 for	chr9:67204068-67210370 for
chr9:56617553-56633656 for	chr9:67226505-67242608 for
chr9:56633629-56666667 for	chr9:67237480-67270518 for
chr9:56628528-56633656 for	chr9:67237480-67242608 for
chr9:56666628-56674077 for	chr9:67270474-67277923 for
chr9:56686685-56693396 for	chr9:67290541-67297252 for
chr9:56714542-56721468 for	chr9:67318398-67325324 for
chr9:56732231-56743922 for	chr9:67337204-67348895 for
chr9:56745730-56754286 for	chr9:67350105-67358661 for
chr9:56762801-56788430 for	chr9:67367176-67392805 for
chr9:56788389-56804661 for	chr9:67392759-67409031 for
chr9:56812465-56818613 for	chr9:67416845-67422993 for
chr9:56824233-56833540 for	chr9:67428623-67437930 for
chr9:56826720-56838036 for	chr9:67439365-67450681 for
chr9:56837988-56843178 for	chr9:67450628-67455818 for
chr9:56847969-56861924 for	chr9:67460604-67474559 for
chr9:56861923-56867113 for	chr9:67474559-67479749 for
chr9:56866909-56872786 for	chr9:67479735-67485612 for
chr9:56872493-56880478 for	chr9:67490389-67498374 for
chr9:56880439-56887351 for	chr9:67498340-67505252 for
chr9:56887309-56904482 for	chr9:67505205-67522378 for
chr9:56907248-56915152 for	chr9:67525159-67533063 for
chr9:56933686-56942325 for	chr9:67551582-67560221 for
chr9:56942326-56950638 for	chr9:67560222-67568534 for
chr9:56953115-56960453 for	chr9:67571006-67578344 for
chr9:56965239-56973659 for	chr9:67583130-67591550 for
chr9:56978471-56990378 for	chr9:67596357-67608264 for
chr9:57001201-57007074 for	chr9:67619092-67624965 for
chr9:57007028-57015306 for	chr9:67624939-67633217 for
chr9:57017093-57023143 for	chr9:67633186-67639236 for
chr9:57023111-57040422 for	chr9:67639209-67656520 for
chr9:57040813-57046739 for	chr9:67656906-67662832 for
chr9:57046691-57054629 for	chr9:67662779-67670717 for
chr9:57055145-57061370 for	chr9:67671238-67677463 for
chr9:57061371-57067164 for	chr9:67677464-67683257 for
chr9:57072239-57078327 for	chr9:67688566-67694654 for
chr9:57085225-57092175 for	chr9:67701482-67708432 for
chr9:57096082-57101719 for	chr9:67712354-67717991 for
chr9:57107220-57112997 for	chr9:67723487-67729264 for
chr9:57123131-57130389 for	chr9:67739398-67746656 for
chr9:57130336-57135725 for	chr9:67746608-67751997 for
chr9:57142615-57150945 for	chr9:67758867-67767197 for
chr9:57164349-57171371 for	chr9:67784240-67791262 for
chr9:57187185-57194178 for	chr9:67807106-67814099 for
chr9:57199970-57240104 for	chr9:67819891-67860025 for
chr9:57240055-57248581 for	chr9:67859971-67868497 for
chr9:57249864-57287046 for	chr9:67869780-67906962 for
chr9:57292661-57301713 for	chr9:67912572-67921624 for
chr9:57301714-57332202 for	chr9:67921625-67952113 for
chr9:57332203-57361952 for	chr9:67952114-67981863 for
chr9:57369641-57378929 for	chr9:67989542-67998830 for
chr9:57397640-57406919 for	chr9:68017526-68026805 for
chr9:57409526-57417620 for	chr9:68029407-68037501 for
chr9:57432389-57468843 for	chr9:68054167-68090621 for
chr9:57472303-57483279 for	chr9:68094091-68105067 for
chr9:57485120-57491172 for	chr9:68106908-68112960 for
chr9:57495414-57505986 for	chr9:68117202-68127774 for
chr9:57514203-57520880 for	chr9:68135986-68142663 for
chr9:57523037-57558216 for	chr9:68144820-68179999 for
chr9:57558217-57568204 for	chr9:68180000-68189987 for
chr9:57571814-57581609 for	chr9:68193607-68203402 for
chr9:57584443-57590155 for	chr9:68206235-68211947 for
chr9:57595442-57606883 for	chr9:68217239-68228680 for
chr9:57619363-57628662 for	chr9:68241175-68250474 for
chr9:57647415-57673222 for	chr9:68262628-68288435 for
chr9:57675151-57680922 for	chr9:68290394-68296165 for
chr9:57680889-57686064 for	chr9:68296137-68301312 for
chr9:57694912-57700157 for	chr9:68310155-68315400 for
chr9:57700113-57709131 for	chr9:68315351-68324369 for
chr9:57713883-57719530 for	chr9:68337195-68342842 for
chr9:57719480-57736927 for	chr9:68342797-68360244 for
chr9:57742009-57748510 for	chr9:68365331-68371832 for
chr9:57750287-57757029 for	chr9:68373609-68380351 for
chr9:57761017-57768166 for	chr9:68384339-68391488 for
chr9:57768705-57775440 for	chr9:68392022-68398757 for
chr9:57787855-57793369 for	chr9:68411183-68416697 for
chr9:57804591-57811217 for	chr9:68428887-68435513 for
chr9:57811563-57818599 for	chr9:68435869-68442905 for
chr9:57821706-57827683 for	chr9:68446027-68452004 for
chr9:57829259-57835986 for	chr9:68453580-68460307 for
chr9:57839121-57847686 for	chr9:68463447-68472012 for
chr9:57852580-57864220 for	chr9:68476903-68488543 for
chr9:57865834-57870875 for	chr9:68505778-68510819 for
chr9:57869541-57879452 for	chr9:68493869-68503780 for
chr9:57885192-57899874 for	chr9:68509515-68524197 for
chr9:57899821-57923807 for	chr9:68524149-68548135 for
chr9:57923761-57952320 for	chr9:68548094-68576653 for
chr9:57952301-57992053 for	chr9:68576629-68616381 for
chr9:57992657-58082429 for	chr9:68616970-68706742 for
chr9:58084873-58099899 for	chr9:68704140-68719166 for
chr9:58115132-58121864 for	chr9:68734429-68741161 for
chr9:58125233-58131301 for	chr9:68744545-68750613 for
chr9:58135010-58141487 for	chr9:68754327-68760804 for
chr9:58153056-58164480 for	chr9:68769801-68781225 for
chr9:58168439-58184168 for	chr9:68800091-68815820 for
chr9:58184133-58193492 for	chr9:68815780-68825139 for
chr9:58195994-58201001 for	chr9:68827646-68832653 for
chr9:58213228-58222256 for	chr9:68844885-68853913 for
chr9:58226151-58231239 for	chr9:68857798-68862886 for
chr9:58231196-58236437 for	chr9:68862848-68868089 for
chr9:58250933-58258865 for	chr9:68879980-68887912 for
chr9:58260862-58322456 for	chr9:68889914-68951508 for
chr9:58322417-58329195 for	chr9:68951464-68958242 for
chr9:58329165-58336298 for	chr9:68958207-68965340 for
chr9:58338168-58343804 for	chr9:68967210-68972846 for
chr9:58349612-58358767 for	chr9:68978649-68987804 for
chr9:58367371-58374553 for	chr9:68996403-69003585 for
chr9:58376740-58383498 for	chr9:69005772-69012530 for
chr9:58383462-58450587 for	chr9:69012489-69079614 for
chr9:58457789-58466726 for	chr9:69086826-69095763 for
chr9:58466727-58472555 for	chr9:69095764-69101592 for
chr9:58472556-58478556 for	chr9:69101593-69107593 for
chr9:58478515-58484163 for	chr9:69107547-69113195 for
chr9:58488480-58497823 for	chr9:69117507-69126850 for
chr9:58525686-58531224 for	chr9:69154774-69160312 for
chr9:58535635-58545497 for	chr9:69164708-69174570 for
chr9:58545891-58560807 for	chr9:69174959-69189875 for
chr9:58570123-58575970 for	chr9:69199206-69205053 for
chr9:58581586-58587259 for	chr9:69210669-69216342 for
chr9:58597501-58606940 for	chr9:69226589-69236028 for
chr9:58609593-58615704 for	chr9:69238671-69244782 for
chr9:58619282-58629927 for	chr9:69248455-69259100 for
chr9:58634295-58639953 for	chr9:69263453-69269111 for
chr9:58640102-58645106 for	chr9:69269255-69274259 for
chr9:58657599-58665700 for	chr9:69286762-69294863 for
chr9:58676806-58683815 for	chr9:69301581-69308590 for
chr9:58701148-58707874 for	chr9:69325928-69332654 for
chr9:58707875-58713190 for	chr9:69332655-69337970 for
chr9:58713082-58721541 for	chr9:69334280-69342739 for
chr9:58759771-58768728 for	chr9:69361628-69370585 for
chr9:58769082-58788924 for	chr9:69370934-69390776 for
chr9:58802110-58807185 for	chr9:69403957-69409032 for
chr9:58807144-58846179 for	chr9:69408986-69448021 for
chr9:58846144-58854303 for	chr9:69447976-69456135 for
chr9:58854254-58861534 for	chr9:69456091-69463371 for
chr9:58861535-58869258 for	chr9:69463372-69471095 for
chr9:58871331-58884436 for	chr9:69473273-69486378 for
chr9:58896713-58901970 for	chr9:69499263-69504520 for
chr9:58917598-58924816 for	chr9:69538633-69545851 for
chr9:58926465-58932218 for	chr9:69560560-69566313 for
chr9:58932219-58971863 for	chr9:69566314-69605958 for
chr9:58972820-59004329 for	chr9:69606925-69638434 for
chr9:59024648-59030182 for	chr9:69650071-69655605 for
chr9:59035007-59042400 for	chr9:69660435-69667828 for
chr9:59056731-59065875 for	chr9:69682149-69691293 for
chr9:59079414-59113993 for	chr9:69708381-69742960 for
chr9:59113994-59119047 for	chr9:69742961-69748014 for
chr9:59132193-59139068 for	chr9:69761165-69768040 for
chr9:59139069-59144645 for	chr9:69768041-69773617 for
chr9:59150239-59159203 for	chr9:69779206-69788170 for
chr9:59159204-59164226 for	chr9:69788171-69793193 for
chr9:59165982-59172903 for	chr9:69794944-69801865 for
chr9:59186433-59194635 for	chr9:69815400-69823602 for
chr9:59194571-59208635 for	chr9:69823573-69837637 for
chr9:59208607-59216806 for	chr9:69837614-69845813 for
chr9:59216747-59224510 for	chr9:69845759-69853522 for
chr9:59224511-59232856 for	chr9:69853523-69861868 for
chr9:59232982-59248228 for	chr9:69861819-69877065 for
chr9:59248180-59259417 for	chr9:69877012-69888249 for
chr9:59259418-59264568 for	chr9:69888250-69893400 for
chr9:59264569-59270072 for	chr9:69893401-69898904 for
chr9:59270382-59285409 for	chr9:69899214-69914241 for
chr9:59285410-59293376 for	chr9:69914242-69922208 for
chr9:59296091-59305215 for	chr9:69924943-69934067 for
chr9:59306635-59332085 for	chr9:69935492-69960942 for
chr9:59335164-59341381 for	chr9:69964026-69970243 for
chr9:59347049-59359008 for	chr9:69975971-69987930 for
chr9:59367246-59379171 for	chr9:69996188-70008113 for
chr9:59395220-59402411 for	chr9:70024152-70031343 for
chr9:59408096-59455080 for	chr9:70037013-70083997 for
chr9:59458976-59465897 for	chr9:70087893-70094814 for
chr9:59465898-59472802 for	chr9:70094815-70101719 for
chr9:59475877-59486879 for	chr9:70104789-70115791 for
chr9:59494838-59501319 for	chr9:70123755-70130236 for
chr9:59508034-59517443 for	chr9:70136946-70146355 for
chr9:59530554-59573123 for	chr9:70159436-70202005 for
chr9:59583989-59596103 for	chr9:70212866-70224980 for
chr9:59618763-59624525 for	chr9:70247650-70253412 for
chr9:59638087-59645910 for	chr9:70268413-70276236 for
chr9:59645869-59652143 for	chr9:70276205-70282479 for
chr9:59652144-59658284 for	chr9:70282480-70288620 for
chr9:59662292-59672236 for	chr9:70292628-70302572 for
chr9:59672207-59684366 for	chr9:70302548-70314707 for
chr9:59700137-59710017 for	chr9:70330473-70340353 for
chr9:59712934-59802265 for	chr9:70343270-70432601 for
chr9:59802266-59808576 for	chr9:70432602-70438912 for
chr9:59818600-59824439 for	chr9:70448936-70454775 for
chr9:59837801-59849967 for	chr9:70470487-70482653 for
chr9:59849968-59915503 for	chr9:70482654-70548189 for
chr9:59915447-59925923 for	chr9:70548138-70558614 for
chr9:59938075-59946341 for	chr9:70570761-70579027 for
chr9:59951916-59958758 for	chr9:70584597-70591439 for
chr9:59969597-60012307 for	chr9:70602273-70644983 for
chr9:60012274-60017562 for	chr9:70644955-70650243 for
chr9:60022763-60057875 for	chr9:70655444-70690556 for
chr9:60057844-60063718 for	chr9:70690530-70696404 for
chr9:60072376-60077639 for	chr9:70705072-70710335 for
chr9:60086230-60104484 for	chr9:70717832-70736086 for
chr9:60105878-60112072 for	chr9:70737465-70743659 for
chr9:60114045-60119116 for	chr9:70745398-70750469 for
chr9:60129862-60138883 for	chr9:70761215-70770236 for
chr9:60148997-60154789 for	chr9:70780354-70786146 for
chr9:60157264-60163229 for	chr9:70788621-70794586 for
chr9:60163518-60176548 for	chr9:70806516-70819546 for
chr9:60188650-60193826 for	chr9:70831653-70836829 for
chr9:60198604-60204234 for	chr9:70841607-70847237 for
chr9:60204186-60210532 for	chr9:70856732-70863078 for
chr9:60211141-60218997 for	chr9:70863697-70871553 for
chr9:60218998-60225176 for	chr9:70871554-70877732 for
chr9:60242107-60249040 for	chr9:70894693-70901626 for
chr9:60259296-60264745 for	chr9:70911872-70917321 for
chr9:60264746-60271144 for	chr9:70917322-70923720 for
chr9:60273964-60283635 for	chr9:70926485-70936156 for
chr9:60283582-60294039 for	chr9:70936098-70946555 for
chr9:60293994-60335656 for	chr9:70946515-70988177 for
chr9:60339137-60346060 for	chr9:70991668-70998591 for
chr9:60349300-60357395 for	chr9:71001831-71009926 for
chr9:60359827-60366629 for	chr9:71012348-71019150 for
chr9:60383286-60388580 for	chr9:71035792-71041086 for
chr9:60393921-60398941 for	chr9:71046427-71051447 for
chr9:60398912-60405731 for	chr9:71051413-71058232 for
chr9:60405695-60417301 for	chr9:71058191-71069797 for
chr9:60417302-60422652 for	chr9:71069798-71075148 for
chr9:60423627-60430482 for	chr9:71076123-71082978 for
chr9:60430442-60435461 for	chr9:71082933-71087952 for
chr9:60435693-60440988 for	chr9:71087934-71093229 for
chr9:60440943-60452187 for	chr9:71093189-71104433 for
chr9:60452143-60460049 for	chr9:71104384-71112290 for
chr9:60460102-60473807 for	chr9:71112343-71126048 for
chr9:60503455-60509423 for	chr9:71159644-71165612 for
chr9:60516138-60524556 for	chr9:71172322-71180740 for
chr9:60524512-60531731 for	chr9:71180691-71187910 for
chr9:60540156-60555198 for	chr9:71196325-71211367 for
chr9:60579015-60584103 for	chr9:71235199-71240287 for
chr9:60586665-60595839 for	chr9:71242854-71252028 for
chr9:60605428-60611181 for	chr9:71258743-71264496 for
chr9:60613971-60620405 for	chr9:71267276-71273710 for
chr9:60633956-60639300 for	chr9:71287251-71292595 for
chr9:60639241-60651629 for	chr9:71292531-71304919 for
chr9:60656246-60692474 for	chr9:71309526-71345754 for
chr9:60693827-60699573 for	chr9:71347097-71352843 for
chr9:60703566-60709123 for	chr9:71356831-71362388 for
chr9:61028178-61038457 for	chr9:61079744-61090023 for
chr9:52346822-52352220 for	chr9:61038458-61043856 for
chr9:61038458-61050043 for	chr9:61090024-61101609 for
chr9:61050927-61079754 for	chr9:61100062-61128889 for
chr9:61678987-61688200 for	chr9:61700171-61709384 for
chr9:52939215-52944735 for	chr9:61700171-61705691 for
chr9:61791782-61800332 for	chr9:61805644-61814194 for
chr9:53085764-53094314 for	chr9:61805644-61814194 for
chr9:53431047-53439103 for	chr9:62179642-62187698 for
chr9:62150792-62158848 for	chr9:62179642-62187698 for
chr9:53439055-53444247 for	chr9:62158795-62163987 for
chr9:62158795-62163987 for	chr9:62187650-62192842 for
chr9:53415372-53421657 for	chr9:62135112-62141397 for
chr9:62135112-62141397 for	chr9:62163967-62170252 for
chr9:63151799-63164775 for	chr9:63179402-63192378 for
chr9:63164765-63179447 for	chr9:63192433-63207115 for
chr9:54510307-54519022 for	chr9:63337637-63346352 for
chr9:63453727-63463192 for	chr9:63463173-63472638 for
chr9:64964418-64973037 for	chr9:64973033-64981652 for
chr9:54935602-54943789 for	chr9:65521587-65529774 for
chr9:66436694-66441765 for	chr9:66459656-66464727 for
chr9:66587867-66595410 for	chr9:66595396-66602939 for
chr9:56330125-56337517 for	chr9:66956375-66963767 for
chr9:56347658-56355050 for	chr9:66956375-66963767 for
chr9:68328780-68334071 for	chr9:68336844-68342135 for
chr9:58168434-58175026 for	chr9:68785184-68791776 for
chr9:69535458-69543326 for	chr9:69548518-69556386 for
chr9:69536802-69543253 for	chr9:69549862-69556313 for
chr9:59037163-59042400 for	chr9:69662591-69667828 for
chr9:69655566-69662620 for	chr9:69662591-69669645 for
chr9:70794728-70803956 for	chr9:70806369-70815597 for
chr9:70848558-70854387 for	chr9:70858101-70863930 for
chr9:72065891-72071425 for	chr9:72104412-72109946 for
chr9:73099609-73106801 for	chr9:73112855-73120047 for
chr9:73998193-74003489 for	chr9:74003899-74009195 for
chr9:74926888-74941425 for	chr9:74941377-74955914 for
chr9:75304583-75312616 for	chr9:75315091-75323124 for
chr9:75465403-75484560 for	chr9:75484496-75503653 for
chr9:75871613-75883027 for	chr9:75890088-75901502 for
chr9:76039153-76045536 for	chr9:76120105-76126488 for
chr9:76041454-76046908 for	chr9:76061671-76067125 for
chr9:76060502-76065753 for	chr9:76070404-76075655 for
chr9:76446165-76451752 for	chr9:76482155-76487742 for
chr9:77815853-77831961 for	chr9:77822061-77838169 for
chr9:78230475-78235991 for	chr9:79596499-79602015 rev
chr9:80209243-80215257 for	chr9:80321036-80327050 rev
chr9:125266767-125273954 for	chr9:125277639-125284826 for
chr9:125305167-125310387 for	chr9:125311861-125317081 rev
chrX:47780246-47785664 for	chrX:47827731-47833149 rev
chrX:47793003-47804988 for	chrX:47808382-47820367 rev
chrX:48795653-48801064 for	chrX:48805163-48810574 for
chrX:48813589-48821263 for	chrX:48823099-48830773 for
chrX:50939553-50946726 for	chrX:50989696-50996869 rev
chrX:50946727-50954011 for	chrX:50982411-50989695 rev
chrX:51340109-51345200 for	chrX:51452379-51457470 rev
chrX:51745845-51764153 for	chrX:51805142-51823450 rev
chrX:51767376-51773170 for	chrX:51783259-51789053 rev
chrX:51971774-51977164 for	chrX:52051056-52056446 rev
chrX:51990840-51995887 for	chrX:52032336-52037383 rev
chrX:51995888-52001472 for	chrX:52026751-52032335 rev
chrX:52001429-52007709 for	chrX:52020510-52026790 rev
chrX:52167425-52186971 for	chrX:52238269-52257815 rev
chrX:52189471-52195475 for	chrX:52229764-52235768 rev
chrX:52199227-52204386 for	chrX:52220855-52226014 rev
chrX:54750628-54757968 for	chrX:54801566-54808906 rev
chrX:54757934-54773304 for	chrX:54786226-54801596 rev
chrX:56068830-56074210 for	chrX:56074233-56079613 for
chrX:57945475-57953774 for	chrX:58138463-58146762 for
chrX:58208580-58215847 for	chrX:58218865-58226132 for
chrX:58274916-58282173 for	chrX:58285197-58292454 for
chrX:58315101-58321053 for	chrX:58319213-58325165 for
chrX:58447091-58453537 for	chrX:58453262-58459708 for
chrX:58716915-58723178 for	chrX:58723086-58729349 for
chrX:58784673-58789840 for	chrX:58794958-58800125 for
chrX:58855690-58863948 for	chrX:58898857-58907115 for
chrX:58865811-58871129 for	chrX:58911035-58916353 for
chrX:58875454-58885618 for	chrX:58889852-58900016 for
chrX:58957135-58968266 for	chrX:58965363-58976494 for
chrX:58994069-59001708 for	chrX:59018398-59026037 for
chrX:59003325-59011543 for	chrX:59027654-59035872 for
chrX:59136942-59143188 for	chrX:59214587-59220833 for
chrX:59155282-59164229 for	chrX:59214587-59223534 for
chrX:59140018-59161528 for	chrX:59199323-59220833 for
chrX:59158358-59164229 for	chrX:59199323-59205194 for
chrX:59162104-59169540 for	chrX:59221409-59228845 for
chrX:59175213-59193588 for	chrX:59234515-59252890 for
chrX:59159209-59164897 for	chrX:59257420-59263108 for
chrX:59346966-59360973 for	chrX:59357251-59371258 for
chrX:59358917-59364606 for	chrX:59389772-59395461 for
